movie_title,username,numeric_rating,likes,language,comment,cleaned_comment,sentiment_raw,sentiment
Dragonball Evolution,felps1811,1.0,0,pt,"Imagina o sentimento que um fã de Dragon Ball sentiu vendo isso, a dor corrosiva que eles sentiram deve ser indescritível.","['imagina', 'sentimento', 'fã', 'dragon', 'ball', 'sentiu', 'vendo', 'dor', 'corrosiva', 'sentiram', 'deve', 'indescritível']",-1.0,-1
Dragonball Evolution,washfreitas,0.5,1,pt,Estava precisando de uma meia estrela,"['precisando', 'meia', 'estrela']",0.0,0
Dragonball Evolution,irineu123,1.0,0,pt,"Antigamente eu gostava dessa filme, hoje em dia eu vejo q eu tava doido lkkkkk horrível","['antigamente', 'gostava', 'dessa', 'filme', 'hoje', 'dia', 'vejo', 'q', 'tava', 'doido', 'lkkkkk', 'horrível']",-1.05,-1
Dragonball Evolution,hmneto,0.5,0,pt,"Uma série de erros e decisões feitas na maior má vontade já vista. Pra falar a verdade, é até um pouco surpreendente como objeto de estudo, talvez um dos maiores exemplos de como longa metragens podem ser grandes desastres.","['série', 'erros', 'decisões', 'feitas', 'maior', 'má', 'vontade', 'vista', 'pra', 'falar', 'verdade', 'pouco', 'surpreendente', 'objeto', 'estudo', 'talvez', 'maiores', 'exemplos', 'longa', 'metragens', 'podem', 'grandes', 'desastres']",1.1,1
Dragonball Evolution,09rafa_alves,0.5,1,pt,acabaram com meu garoto...,"['acabaram', 'garoto']",0.0,0
Dragonball Evolution,buiauia,1.5,1,pt,revisitei essa obra prima na hora do almoço...são tantas coisas...a serem ditas...fico sem palavras...,"['revisitei', 'obra', 'prima', 'hora', 'almoço...são', 'tantas', 'coisas...a', 'serem', 'ditas...fico', 'sem', 'palavras']",1.1500000000000001,1
Dragonball Evolution,dsalioneli,0.5,0,pt,"é, não tem nada de bom nesse filme.","['não', 'nada', 'bom', 'nesse', 'filme']",-1.0,-1
Dragonball Evolution,sandht2k,5.0,0,pt,Uma verdadeira Chama do cinema poucas vezes eu vi uma obra tão complexa onde tem:. Tudo por pau Tudo por vct Tudo por memes. Tudo por edit ruim Tudo por vídeo piada Tudo por zueira Uma verdadeira obra do cinema Murica parabains.,"['verdadeira', 'chama', 'cinema', 'poucas', 'vezes', 'vi', 'obra', 'tão', 'complexa', 'onde', 'tudo', 'pau', 'tudo', 'vct', 'tudo', 'memes', 'tudo', 'edit', 'ruim', 'tudo', 'vídeo', 'piada', 'tudo', 'zueira', 'verdadeira', 'obra', 'cinema', 'murica', 'parabains']",2.1,1
Dragonball Evolution,htoledo09,0.5,1,pt,Me sinto mais burro dps de ver isso,"['sinto', 'burro', 'dps', 'ver']",-1.0,-1
Dragonball Evolution,h4ruwata,5.0,2,pt,MELHOR FILME DO MUNDO (1 de abril,"['melhor', 'filme', 'mundo', '1', 'abril']",1.0,1
Dragonball Evolution,deniixz,5.0,0,pt,"O goku virou um adolescente que vai pra escola e briga em festas, melhor adaptação da história cinematográfica.","['goku', 'virou', 'adolescente', 'vai', 'pra', 'escola', 'briga', 'festas', 'melhor', 'adaptação', 'história', 'cinematográfica']",1.1,1
Dragonball Evolution,ycarovtw,0.5,3,pt,A Emmy Rossum de bulma KAKAKKAAKAKAKKAKAK,"['emmy', 'rossum', 'bulma', 'kakakkaakakakkakak']",0.0,0
Dragonball Evolution,victorpiacenti,1.0,0,pt,"Na minha memória era ruim, mas é bem pior. É um típico filminho picareta americano, extremamente genérico e que pouco explora o mundo riquíssimo de Dragonball.","['memória', 'ruim', 'bem', 'pior', 'típico', 'filminho', 'picareta', 'americano', 'extremamente', 'genérico', 'pouco', 'explora', 'mundo', 'riquíssimo', 'dragonball']",-2.1,-1
Dragonball Evolution,clarallim,0.0,0,pt,Na minha memória afetiva era mais legal e o Goku era mais bonito,"['memória', 'afetiva', 'legal', 'goku', 'bonito']",2.0,1
Dragonball Evolution,lixiie,1.0,1,pt,ele só é um nerd que sofre bullying e quer uma namorada coitadinho ://,"['nerd', 'sofre', 'bullying', 'quer', 'namorada', 'coitadinho', '://']",-2.1,-1
Dragonball Evolution,critcondprofiss,1.5,1,pt,"Esse filme é tão ruim q é engraçado assistir kkkk ainda mais com amigos. Achei algumas coisas legais até, mas foram poucas","['filme', 'tão', 'ruim', 'q', 'engraçado', 'assistir', 'kkkk', 'ainda', 'amigos', 'achei', 'algumas', 'coisas', 'legais', 'poucas']",3.3000000000000003,1
Dragonball Evolution,skyyfragment,1.5,1,pt,Ele passando a cabeça no capô do carro,"['passando', 'cabeça', 'capô', 'carro']",0.0,0
Dragonball Evolution,n5wasy,1.0,0,pt,esse filme é tao ruim e tao comedia q chega a ser bom,"['filme', 'tao', 'ruim', 'tao', 'comedia', 'q', 'chega', 'bom']",0.0,0
Dragonball Evolution,annesvs,1.0,1,pt,"nunca assisti dragon ball mas essa porra de filme me desrespeitou mesmo assim. não deveria existir essa merda, é anti filme, eu perdi uma hora e vinte minutos da minha vida. simplesmente não","['nunca', 'assisti', 'dragon', 'ball', 'porra', 'filme', 'desrespeitou', 'assim', 'não', 'deveria', 'existir', 'merda', 'anti', 'filme', 'perdi', 'hora', 'vinte', 'minutos', 'vida', 'simplesmente', 'não']",1.1500000000000001,1
Dragonball Evolution,luanafadani,2.5,0,pt,achei uma adaptação pior q a dos filmes de percy jackson (mas me manteve entretida),"['achei', 'adaptação', 'pior', 'q', 'filmes', 'percy', 'jackson', 'manteve', 'entretida']",0.0,0
Dragonball Evolution,manounder19,0.5,0,pt,Esse filme é ridículo de ruim pqp péssimo uns dos piores filmes que já assisti na vida,"['filme', 'ridículo', 'ruim', 'pqp', 'péssimo', 'piores', 'filmes', 'assisti', 'vida']",-4.2,-1
Dragonball Evolution,calicorockstar,0.5,0,pt,"Eu via imensos clips deste filme e pessoal a gozar com isto no twitter, no início até estava a achar piada porque não acreditei que fosse mesmo um filme real, pensei que fosse só uma internet joke. Quando eu descobri que isto era um filme real fiquei mesmo preocupada 😟 como é que isto é possível? Cada vez mais acho que eles fazem filmes tão maus para servirem de estratégias de marketing. Também fico preocupada e mando muita luz para quem deu 5 estrelas a isto no IMBD! 😃","['via', 'imensos', 'clips', 'deste', 'filme', 'pessoal', 'gozar', 'twitter', 'início', 'achar', 'piada', 'porque', 'não', 'acreditei', 'filme', 'real', 'pensei', 'internet', 'joke', 'descobri', 'filme', 'real', 'fiquei', 'preocupada', '😟', 'possível', 'cada', 'vez', 'acho', 'fazem', 'filmes', 'tão', 'maus', 'servirem', 'estratégias', 'marketing', 'fico', 'preocupada', 'mando', 'muita', 'luz', 'deu', '5', 'estrelas', 'imbd', '😃']",-2.1,-1
Dragonball Evolution,luquinhascdm,5.0,0,pt,perfeição,['perfeição'],1.0,1
Dragonball Evolution,felipemarcoreus,0.5,0,pt,irmão?,['irmão'],0.0,0
Dragonball Evolution,a_roboto,0.5,0,pt,dont,['dont'],0.0,0
Dragonball Evolution,guts03,0.5,0,pt,"Eu devo ter assistido essa carniça lá pra 2011 ou 12, mas até hoje não supero o Goku na escola praticamente sofrendo bullying","['devo', 'ter', 'assistido', 'carniça', 'lá', 'pra', '2011', '12', 'hoje', 'não', 'supero', 'goku', 'escola', 'praticamente', 'sofrendo', 'bullying']",-2.1,-1
Dragonball Evolution,jotaquesti,0.0,0,pt,Alguém achou que isso era uma boa idéia?,"['alguém', 'achou', 'boa', 'idéia']",1.0,1
Dragonball Evolution,brianhenrizz,5.0,1,pt,Eu gostava então merece 5 estrelas,"['gostava', 'então', 'merece', '5', 'estrelas']",0.0,0
Dragonball Evolution,cupini,2.0,0,pt,"Eu realmente não me importo que o filme de Dragon Ball não seja fiel a mangá e traga uma perspectiva de adolescente americano dos anos 2000. Na verdade, foi esse o motivo que me interessou em rever essa pedrada. O principal problema de Dragonball Evolution é o ritmo e sua montagem desesperadamente rápidos. Nada no filme é construído ou elaborado, o filme parece ter sido mutilado na edição. Um exemplo é em como o Goku desperta os poderes do Ki,…","['realmente', 'não', 'importo', 'filme', 'dragon', 'ball', 'não', 'fiel', 'mangá', 'traga', 'perspectiva', 'adolescente', 'americano', 'anos', '2000', 'verdade', 'motivo', 'interessou', 'rever', 'pedrada', 'principal', 'problema', 'dragonball', 'evolution', 'ritmo', 'montagem', 'desesperadamente', 'rápidos', 'nada', 'filme', 'construído', 'elaborado', 'filme', 'parece', 'ter', 'sido', 'mutilado', 'edição', 'exemplo', 'goku', 'desperta', 'poderes', 'ki']",-2.3000000000000003,-1
Dragonball Evolution,joaosoaresbojao,0.0,0,pt,Cara esse filme me fez chorar sangue pqp,"['cara', 'filme', 'fez', 'chorar', 'sangue', 'pqp']",-2.0,-1
Dragonball Evolution,bruhmdrv,1.0,0,pt,o que o goku tá fazendo na escola véi? KKKKKKKKKKKKK,"['goku', 'tá', 'fazendo', 'escola', 'véi', 'kkkkkkkkkkkkk']",1.05,1
Dragonball Evolution,anakinfwrce,0.5,0,pt,se eu pudesse eu coletava as esferas do dragão pra fazer o pedido de esquecer o que eu acabei de assistir.,"['pudesse', 'coletava', 'esferas', 'dragão', 'pra', 'fazer', 'pedido', 'esquecer', 'acabei', 'assistir']",0.0,0
Dragonball Evolution,hsgarfield,0.5,0,pt,KKKKKKKKKKKKKKKKKKK não é possível existir um filme tão ruim quanto esse meudeus,"['kkkkkkkkkkkkkkkkkkk', 'não', 'possível', 'existir', 'filme', 'tão', 'ruim', 'quanto', 'meudeus']",0.0,0
Dragonball Evolution,dumb_will,0.5,0,pt,distorce toda a historia de dragon ball classico atuação podre e enredo merda apenas terrivel de ruim,"['distorce', 'toda', 'historia', 'dragon', 'ball', 'classico', 'atuação', 'podre', 'enredo', 'merda', 'apenas', 'terrivel', 'ruim']",-3.0,-1
Dragonball Evolution,loiracintilante,0.5,0,pt,Não perca o próximo capítulo de dragon ball. Será... Piccolo traçando camponesas enquanto Goku troca soco com a esposa,"['não', 'perca', 'próximo', 'capítulo', 'dragon', 'ball', 'piccolo', 'traçando', 'camponesas', 'enquanto', 'goku', 'troca', 'soco', 'esposa']",0.0,0
Dragonball Evolution,vinisokay,0.5,0,pt,e ninguem foi preso depois que esse filme foi lançado,"['ninguem', 'preso', 'filme', 'lançado']",0.0,0
Dragonball Evolution,heyyakissoba,0.5,0,pt,"Terceira guerra mundial, pandemia, 10° inferno, caos, assombração, satanás, genocídio, guerra fria, golpe de estado, apocalipse, bullying, 171, lavagem de dinheiro, regresso, desgosto, fracasso","['terceira', 'guerra', 'mundial', 'pandemia', '10', 'inferno', 'caos', 'assombração', 'satanás', 'genocídio', 'guerra', 'fria', 'golpe', 'estado', 'apocalipse', 'bullying', '171', 'lavagem', 'dinheiro', 'regresso', 'desgosto', 'fracasso']",-6.0,-1
Dragonball Evolution,jardielison,0.5,0,pt,melhor ficar calado.,"['melhor', 'ficar', 'calado']",1.0,1
Dragonball Evolution,louizpj,0.5,1,pt,"meu deus kkkkkkkkkk que aberração esse filme. literalmente impossível de acreditar que isso não foi feito de completa zoeira. uma abominação, um desastre, terrível, coisa horrenda, minha nossa Vi com os parça, e nem assim deu para tirar algo disso","['deus', 'kkkkkkkkkk', 'aberração', 'filme', 'literalmente', 'impossível', 'acreditar', 'não', 'feito', 'completa', 'zoeira', 'abominação', 'desastre', 'terrível', 'coisa', 'horrenda', 'vi', 'parça', 'nem', 'assim', 'deu', 'tirar', 'algo', 'disso']",-2.2,-1
Dragonball Evolution,cejotaaesi,0.5,0,pt,que coisa horrível,"['coisa', 'horrível']",-1.0,-1
Dragonball Evolution,grilindoplay,2.0,1,pt,Esse filme é as minha imaginação muito foda de eu salvando a escola do massacre,"['filme', 'imaginação', 'foda', 'salvando', 'escola', 'massacre']",-1.0,-1
Dragonball Evolution,cronizxl,0.5,1,pt,"grande mestre Karin, ficou tanto tempo no sol que mudou até a espécie","['grande', 'mestre', 'karin', 'ficou', 'tanto', 'tempo', 'sol', 'mudou', 'espécie']",1.0,1
Dragonball Evolution,gaabvms,0.5,0,pt,Que pecado é esse filme,"['pecado', 'filme']",-1.0,-1
Dragonball Evolution,guilhermecianfa,0.0,0,pt,q merda eu to fzd da mimha vida,"['q', 'merda', 'to', 'fzd', 'mimha', 'vida']",-1.0,-1
Dragonball Evolution,homeboypeter,0.5,0,pt,Não dou zero estrelas pq não dá.,"['não', 'dou', 'zero', 'estrelas', 'pq', 'não', 'dá']",0.0,0
Dragonball Evolution,nalideathyo,5.0,0,pt,Obra de arte do crl,"['obra', 'arte', 'crl']",0.0,0
Dragonball Evolution,zsnorlax,0.0,0,pt,"As vezes penso que esse filme é algum tipo de delírio coletivo aí eu lembro que ele realmente existe, sim alguém fez um filme onde o goku sofre bullying e vai a festinhas","['vezes', 'penso', 'filme', 'algum', 'tipo', 'delírio', 'coletivo', 'aí', 'lembro', 'realmente', 'existe', 'sim', 'alguém', 'fez', 'filme', 'onde', 'goku', 'sofre', 'bullying', 'vai', 'festinhas']",1.05,1
Dragonball Evolution,klaus_sg,0.5,0,pt,Esse filme é um crime. Nada presta.,"['filme', 'crime', 'nada', 'presta']",0.0,0
Dragonball Evolution,lovintesfaye,0.5,0,pt,não acredito que colocaram cena pós créditos 😭,"['não', 'acredito', 'colocaram', 'cena', 'pós', 'créditos', '😭']",0.0,0
Dragonball Evolution,cucheiodekbelo,0.0,0,pt,"Lixo, horrível, horroroso, estupido, imundo, nojento e etc, tudo de ruim pra esse filme, nada salva esse desastre, é simplesmente o pior filme q já vi na minha vida, chega ser lamentável pelo peso q o dragon ball é, merecia algo grandioso, n isso q deram, n pode ser nem considerado filme de tão desastroso é. Enfim é 1h e 30 pra vê isso.","['lixo', 'horrível', 'horroroso', 'estupido', 'imundo', 'nojento', 'etc', 'tudo', 'ruim', 'pra', 'filme', 'nada', 'salva', 'desastre', 'simplesmente', 'pior', 'filme', 'q', 'vi', 'vida', 'chega', 'lamentável', 'peso', 'q', 'dragon', 'ball', 'merecia', 'algo', 'grandioso', 'n', 'q', 'deram', 'n', 'pode', 'nem', 'considerado', 'filme', 'tão', 'desastroso', 'enfim', '1h', '30', 'pra', 'vê']",-6.000000000000001,-1
Dragonball Evolution,wonymengo_,1.0,0,pt,"Não dá pra descrever esse filme, nada faz sentido, nada, literalmente nada Ignorando o fato de não ter nada de Dragon Ball, mas mesmo assim, nada faz sentido pqp","['não', 'dá', 'pra', 'descrever', 'filme', 'nada', 'faz', 'sentido', 'nada', 'literalmente', 'nada', 'ignorando', 'fato', 'não', 'ter', 'nada', 'dragon', 'ball', 'assim', 'nada', 'faz', 'sentido', 'pqp']",-1.1,-1
Dragonball Evolution,gormelo,0.5,0,pt,"Porquê o Goku tá na escola? O que é isto, que efeitos especiais são esses","['porquê', 'goku', 'tá', 'escola', 'efeitos', 'especiais']",1.0,1
Dragonball Evolution,levioliveira7,0.5,0,pt,"preferia mastigar 5 giletes do que ter assistido esse cocozao, não tem nada pra se aproveitar dessa merda Dá pra considerar até um desrespeito com o Akira e com toda a humanidade","['preferia', 'mastigar', '5', 'giletes', 'ter', 'assistido', 'cocozao', 'não', 'nada', 'pra', 'aproveitar', 'dessa', 'merda', 'dá', 'pra', 'considerar', 'desrespeito', 'akira', 'toda', 'humanidade']",-2.3000000000000003,-1
Dragonball Evolution,acds0803,0.5,0,pt,Isso aqui pra mim é uso excessivo de drogas namoral,"['aqui', 'pra', 'uso', 'excessivo', 'drogas', 'namoral']",0.0,0
Dragonball Evolution,xuczin,5.0,2,pt,Lindo..,['lindo'],1.0,1
Dragonball Evolution,osmartiburtino,0.5,0,pt,O pior filme feito na história da humanidade,"['pior', 'filme', 'feito', 'história', 'humanidade']",-1.0,-1
Dragonball Evolution,laumartins,0.5,0,pt,"O twitter acabou de me lembrar em um post aleatório que eu já assisi essa bomba, kkkkkkkkkkkkkkkk. Certeza que na época que assisti devo ter achando um máximo.","['twitter', 'acabou', 'lembrar', 'post', 'aleatório', 'assisi', 'bomba', 'kkkkkkkkkkkkkkkk', 'certeza', 'época', 'assisti', 'devo', 'ter', 'achando', 'máximo']",1.2000000000000002,1
Dragonball Evolution,nandhas,0.5,0,pt,pq o Goku tá num colégio? pq ele é branco? pq ele é estadunidense? um desserviço isso aqui,"['pq', 'goku', 'tá', 'colégio', 'pq', 'branco', 'pq', 'estadunidense', 'desserviço', 'aqui']",0.0,0
Dragonball Evolution,gppxd,0.5,1,pt,"Lembrei desse filme e é impressionante que deram um filme de dragon ball pra um diretor que nunca viu dragon ball e provavelmente odeia anime, tudo errado nesse filme kkkkkkkkk","['lembrei', 'desse', 'filme', 'impressionante', 'deram', 'filme', 'dragon', 'ball', 'pra', 'diretor', 'nunca', 'viu', 'dragon', 'ball', 'provavelmente', 'odeia', 'anime', 'tudo', 'errado', 'nesse', 'filme', 'kkkkkkkkk']",0.0,0
Dragonball Evolution,jouvick,0.5,0,pt,"misericórdia eu n lembrava q esse filme era tão ruim, é um desrespeito com DB","['misericórdia', 'n', 'lembrava', 'q', 'filme', 'tão', 'ruim', 'desrespeito', 'db']",-1.1,-1
Dragonball Evolution,tayronefalls,0.5,0,pt,Eu gostaria muito de uma explicação plausível pra criação desse filme mas ele é sem dúvidas o melhor filme de comédia que eu já vi,"['gostaria', 'explicação', 'plausível', 'pra', 'criação', 'desse', 'filme', 'sem', 'dúvidas', 'melhor', 'filme', 'comédia', 'vi']",1.0,1
Dragonball Evolution,whhpss,0.0,0,pt,certamente um dos piores filmes que a humanidade já criou,"['certamente', 'piores', 'filmes', 'humanidade', 'criou']",-1.05,-1
Dragonball Evolution,rexperigoso,0.5,0,pt,"Goku chega de bike numa festa adolescente, então ele humilha os valentões que estão de camaro para impressionar a gatinha e mostrar que o bom moço no final fica com a gatinha, meio que qualquer loucura que passa na cabeça dos americanos querendo ganhar meio pingado de grana com jovens de 15 anos. Muito engraçado que isso leve o nome de Dragon Ball dessa forma, não tem absolutamente nada de oriental nele, esse filme é uma loucura, uma grande loucura.","['goku', 'chega', 'bike', 'festa', 'adolescente', 'então', 'humilha', 'valentões', 'camaro', 'impressionar', 'gatinha', 'mostrar', 'bom', 'moço', 'final', 'fica', 'gatinha', 'meio', 'qualquer', 'loucura', 'passa', 'cabeça', 'americanos', 'querendo', 'ganhar', 'meio', 'pingado', 'grana', 'jovens', '15', 'anos', 'engraçado', 'leve', 'nome', 'dragon', 'ball', 'dessa', 'forma', 'não', 'absolutamente', 'nada', 'oriental', 'nele', 'filme', 'loucura', 'grande', 'loucura']",0.0,0
Dragonball Evolution,luline,0.5,0,pt,"Esse filme é doloroso de ruim, mas é ruim com força. Tiveram que se esforçar pra fazer algo tão ruim, exigiu muito empenho pra fazer um trabalho horroroso e é por isso que to dando meia estrela","['filme', 'doloroso', 'ruim', 'ruim', 'força', 'esforçar', 'pra', 'fazer', 'algo', 'tão', 'ruim', 'exigiu', 'empenho', 'pra', 'fazer', 'trabalho', 'horroroso', 'to', 'dando', 'meia', 'estrela']",-4.6000000000000005,-1
Dragonball Evolution,thecoelho8,0.5,0,pt,"O que me incomoda nesse filme não é o fato de ser ruim. Longe disso. É o fato de não ser um filme de Dragon Ball. Além dos nomes dos personagens e da premissa das esferas, não tem absolutamente nada da obra do Toriyama aqui. Simplesmente fizeram um filme de ação genérico e colocaram o nome de Dragon Ball só porque o estúdio tinha os direitos de uso do nome. E esse foi um erro muito pior do que fazer um filme ruim.","['incomoda', 'nesse', 'filme', 'não', 'fato', 'ruim', 'longe', 'disso', 'fato', 'não', 'filme', 'dragon', 'ball', 'além', 'nomes', 'personagens', 'premissa', 'esferas', 'não', 'absolutamente', 'nada', 'obra', 'toriyama', 'aqui', 'simplesmente', 'fizeram', 'filme', 'ação', 'genérico', 'colocaram', 'nome', 'dragon', 'ball', 'porque', 'estúdio', 'direitos', 'uso', 'nome', 'erro', 'pior', 'fazer', 'filme', 'ruim']",-2.1,-1
Dragonball Evolution,fungalcity,0.5,0,pt,não tá dando mais pra mim esse mundo de filmes e cinema,"['não', 'tá', 'dando', 'pra', 'mundo', 'filmes', 'cinema']",0.0,0
Dragonball Evolution,ovicentebrito,2.5,0,pt,"Dragonball Evolution é uma adaptação live-action de um anime cultuado, mas que não consegue captar a essência do original. Embora tenha momentos de ação e uma tentativa de fidelidade ao material de origem, o filme falha na construção dos personagens e no desenvolvimento do enredo. Para os fãs da franquia, é um desapontamento, e para quem não conhece o anime, é apenas uma história genérica de ação.","['dragonball', 'evolution', 'adaptação', 'live-action', 'anime', 'cultuado', 'não', 'consegue', 'captar', 'essência', 'original', 'embora', 'momentos', 'ação', 'tentativa', 'fidelidade', 'material', 'origem', 'filme', 'falha', 'construção', 'personagens', 'desenvolvimento', 'enredo', 'fãs', 'franquia', 'desapontamento', 'não', 'conhece', 'anime', 'apenas', 'história', 'genérica', 'ação']",-3.6000000000000005,-1
Dragonball Evolution,aleclz92,1.0,0,pt,"Muito ruim, triste como estragou a história","['ruim', 'triste', 'estragou', 'história']",-2.0,-1
Dragonball Evolution,joaofilms1908,0.5,0,pt,Os meus olhos pediram socorro,"['olhos', 'pediram', 'socorro']",0.0,0
Dragonball Evolution,b8bb,0.5,0,pt,Absolute cinéma !!!!!,"['absolute', 'cinéma', '!!!!!']",0.0,0
Dragonball Evolution,magodosjogos,5.0,0,pt,Nunca vai existir algo melhor do que esse filme,"['nunca', 'vai', 'existir', 'algo', 'melhor', 'filme']",-1.0,-1
Dragonball Evolution,bloodpetal,0.5,0,pt,"Eu não gosto muito de Dragonball, fui assistir por pura curiosidade, sem expectativa nenhuma e olha, esse filme não é ruim, É SIMPLPESMENTE DESASTROSO. A impressão que passa assistindo é que os roteiristas tiveram uma crise de identidade enquanto escreviam o roteiro, tem uma grande dificuldade em acertar o tom, em um momento é um clichê adolescente e no outro um filme de luta com coreografias horrivelmente executadas, a troca de tom não é um problema a questão mesmo é…","['não', 'gosto', 'dragonball', 'assistir', 'pura', 'curiosidade', 'sem', 'expectativa', 'nenhuma', 'olha', 'filme', 'não', 'ruim', 'simplpesmente', 'desastroso', 'impressão', 'passa', 'assistindo', 'roteiristas', 'crise', 'identidade', 'enquanto', 'escreviam', 'roteiro', 'grande', 'dificuldade', 'acertar', 'tom', 'momento', 'clichê', 'adolescente', 'outro', 'filme', 'luta', 'coreografias', 'horrivelmente', 'executadas', 'troca', 'tom', 'não', 'problema', 'questão']",4.200000000000001,1
Dragonball Evolution,diasamamucyr,0.5,3,pt,IH GENTE QUE BOMBA É ESSA SOCORRO,"['ih', 'gente', 'bomba', 'socorro']",0.0,0
Dragonball Evolution,kuroboost,0.5,0,pt,"Que filmeco paiakkkkk É um baita desrespeito aos fãs da obra original. Me entristece esse ser o único (e último) filme live action de Dragon Ball... Enfim, -10/10","['filmeco', 'paiakkkkk', 'baita', 'desrespeito', 'fãs', 'obra', 'original', 'entristece', 'único', 'último', 'filme', 'live', 'action', 'dragon', 'ball', 'enfim', '10/10']",1.1500000000000001,1
Dragonball Evolution,guilhermenz,0.5,1,pt,Grandessíssimos filhos da puta todos os envolvidos.,"['grandessíssimos', 'filhos', 'puta', 'todos', 'envolvidos']",-2.1,-1
Dragonball Evolution,felipedraddy,2.5,0,pt,"""Dragon Ball: Evolution"" (2009) não foi tão ruim assim assistir novamente. Apesar de ser uma adaptação longe de ser perfeita, o filme tem suas pequenas qualidades. A tentativa de trazer Goku para um contexto mais ""realista"" e com aspectos mais mundanos, como seu interesse por uma namorada, acaba criando cenas engraçadas pela breguice e pela diferença em relação ao Goku da série original. A escalação de Justin Chatwin para o papel de Goku foi uma escolha interessante e, surpreendentemente, ele…","['dragon', 'ball', 'evolution', '2009', 'não', 'tão', 'ruim', 'assim', 'assistir', 'novamente', 'apesar', 'adaptação', 'longe', 'perfeita', 'filme', 'pequenas', 'qualidades', 'tentativa', 'trazer', 'goku', 'contexto', 'realista', 'aspectos', 'mundanos', 'interesse', 'namorada', 'acaba', 'criando', 'cenas', 'engraçadas', 'breguice', 'diferença', 'relação', 'goku', 'série', 'original', 'escalação', 'justin', 'chatwin', 'papel', 'goku', 'escolha', 'interessante', 'surpreendentemente']",9.000000000000004,1
Dragonball Evolution,naito_cinefilo,2.0,0,pt,Puts... definitivamente é um filme KKKKKKKKKKKK,"['puts', 'definitivamente', 'filme', 'kkkkkkkkkkkk']",2.3000000000000003,1
Dragonball Evolution,salsicha22,1.0,0,pt,"Nada nesse filme funciona direito, até para ser um filme padrão de artes marciais ele peca","['nada', 'nesse', 'filme', 'funciona', 'direito', 'filme', 'padrão', 'artes', 'marciais', 'peca']",0.0,0
Dragonball Evolution,gabrielskx,0.5,0,pt,"Ok, esse é bizarro","['ok', 'bizarro']",1.0,1
Dragonball Evolution,teteamafilmes,0.5,0,pt,pior q é,"['pior', 'q']",-1.0,-1
Dragonball Evolution,mrcalangol,2.5,0,pt,"como os Cabas conseguiram fuder dragon ball a esse nível?pqp, isso é triste meu irmão. O Goku sofrendo bullying é oq me trincou, filme bem mediano para quem não viu o anime e uma merda completa para quem viu o anime, impossível você ver isso e não ficar frustado, mas é divertido até(se for para passar o tempo).","['cabas', 'conseguiram', 'fuder', 'dragon', 'ball', 'nível?pqp', 'triste', 'irmão', 'goku', 'sofrendo', 'bullying', 'oq', 'trincou', 'filme', 'bem', 'mediano', 'não', 'viu', 'anime', 'merda', 'completa', 'viu', 'anime', 'impossível', 'ver', 'não', 'ficar', 'frustado', 'divertido', 'até(se', 'passar', 'tempo']",-1.0,-1
